,feature,importance_gain,importance_split,trn_score,run
0,age,4999.966774463654,724,0.9506382089136896,1
1,job_year,3582.908957004547,513,0.9506382089136896,1
2,frs_agn_dt_cnt,3170.8717839717865,446,0.9506382089136896,1
3,fin_rsk_ases_grd_cd,839.4096620082855,118,0.9506382089136896,1
4,confirm_rsk_ases_lvl_typ_cd,1827.8898668289185,258,0.9506382089136896,1
5,cust_inv_rsk_endu_lvl_cd,175.942449092865,30,0.9506382089136896,1
6,tot_ast_lvl_cd,1853.1457755565643,256,0.9506382089136896,1
7,pot_ast_lvl_cd,1497.4580292701721,209,0.9506382089136896,1
8,l12mon_buy_fin_mng_whl_tms,208.51522064208984,31,0.9506382089136896,1
9,l12_mon_fnd_buy_whl_tms,596.7820088863373,89,0.9506382089136896,1
10,l12_mon_insu_buy_whl_tms,0.0,0,0.9506382089136896,1
11,l12_mon_gld_buy_whl_tms,4.357079982757568,1,0.9506382089136896,1
12,ovd_30d_loan_tot_cnt,0.0,0,0.9506382089136896,1
13,his_lng_ovd_day,124.40795040130615,19,0.9506382089136896,1
14,hld_crd_card_grd_cd,1289.6448092460632,176,0.9506382089136896,1
15,cur_debit_cnt,537.9630012512207,71,0.9506382089136896,1
16,cur_credit_cnt,733.1075701713562,105,0.9506382089136896,1
17,cur_debit_min_opn_dt_cnt,7468.720762014389,1037,0.9506382089136896,1
18,cur_credit_min_opn_dt_cnt,7071.936864376068,999,0.9506382089136896,1
19,cur_debit_crd_lvl,289.98230934143066,41,0.9506382089136896,1
20,l12mon_buy_sum,0.0,0,0.9506382089136896,1
21,l12mon_buy_fin_mng_whl_tms_ratio,88.66725945472717,12,0.9506382089136896,1
22,l12_mon_fnd_buy_whl_tms_ratio,268.6166491508484,40,0.9506382089136896,1
23,l12_mon_gld_buy_whl_tms_ratio,0.0,0,0.9506382089136896,1
24,cur_debit_rate,7973.874769687653,1115,0.9506382089136896,1
25,cur_credit_rate,8462.791821956635,1184,0.9506382089136896,1
26,creditrate1,7514.458560228348,1050,0.9506382089136896,1
27,creditrate2,7714.500879526138,1067,0.9506382089136896,1
28,creditrate3,2752.6335921287537,390,0.9506382089136896,1
29,0,5349.082568407059,743,0.9506382089136896,1
30,1,5170.581078052521,735,0.9506382089136896,1
31,2,5507.93245267868,761,0.9506382089136896,1
32,3,4342.116140842438,607,0.9506382089136896,1
33,4,5875.637246370316,841,0.9506382089136896,1
34,5,5370.602376699448,739,0.9506382089136896,1
35,A_max,1587.356957435608,222,0.9506382089136896,1
36,A_min,1892.4710295200348,258,0.9506382089136896,1
37,A_median,3266.681581735611,467,0.9506382089136896,1
38,A_std,1834.4714500904083,243,0.9506382089136896,1
39,A_mean,2704.944379091263,401,0.9506382089136896,1
40,A_sum,2014.174920797348,295,0.9506382089136896,1
41,B_max,4101.992899656296,555,0.9506382089136896,1
42,B_min,4119.601545572281,572,0.9506382089136896,1
43,B_median,5513.34041929245,762,0.9506382089136896,1
44,B_std,3911.196953058243,533,0.9506382089136896,1
45,B_mean,4916.153894662857,686,0.9506382089136896,1
46,B_sum,4121.382656812668,567,0.9506382089136896,1
47,C_max,303.55732893943787,47,0.9506382089136896,1
48,C_min,581.2896189689636,99,0.9506382089136896,1
49,C_median,373.64179134368896,64,0.9506382089136896,1
50,C_std,504.2051692008972,80,0.9506382089136896,1
51,C_mean,288.0041401386261,46,0.9506382089136896,1
52,C_sum,351.88892936706543,66,0.9506382089136896,1
53,dat1_count,1938.424604177475,273,0.9506382089136896,1
54,dat1_nunique,46.59223031997681,5,0.9506382089136896,1
55,dat1_mean,3778.9358134269714,519,0.9506382089136896,1
56,dat1_modev,2080.2869329452515,291,0.9506382089136896,1
57,dat3_nunique,306.9796094894409,39,0.9506382089136896,1
58,dat3_mode,149.73954963684082,22,0.9506382089136896,1
59,dat3_modev,2645.9144189357758,355,0.9506382089136896,1
60,trx1_nunique,144.34723138809204,22,0.9506382089136896,1
61,trx1_mode,276.3426580429077,40,0.9506382089136896,1
62,trx1_modev,2162.125136613846,298,0.9506382089136896,1
63,trx2_nunique,1532.8010506629944,216,0.9506382089136896,1
64,trx2_mode,4416.680116653442,610,0.9506382089136896,1
65,trx2_modev,2200.5396699905396,297,0.9506382089136896,1
66,cny_trx_amt_min,3535.371118783951,476,0.9506382089136896,1
67,cny_trx_amt_max,2737.9313592910767,386,0.9506382089136896,1
68,cny_trx_amt_sum,5244.922114849091,729,0.9506382089136896,1
69,cny_trx_amt_positive_nunique,2721.901898622513,388,0.9506382089136896,1
70,cny_trx_amt_positive_min,6722.9511868953705,948,0.9506382089136896,1
71,cny_trx_amt_positive_mean,4932.719541311264,695,0.9506382089136896,1
72,cny_trx_amt_positive_median,6440.291756153107,908,0.9506382089136896,1
73,cny_trx_amt_positive_std,6928.444277763367,952,0.9506382089136896,1
74,cny_trx_amt_positive_sum,5273.764052867889,731,0.9506382089136896,1
75,cny_trx_amt_negative_nunique,3067.048264026642,423,0.9506382089136896,1
76,cny_trx_amt_negative_max,6054.801235675812,836,0.9506382089136896,1
77,cny_trx_amt_negative_mean,5267.769263982773,731,0.9506382089136896,1
78,cny_trx_amt_negative_median,6889.562345981598,934,0.9506382089136896,1
79,cny_trx_amt_negative_std,5896.871380329132,796,0.9506382089136896,1
80,cny_trx_amt_negative_sum,5316.009861946106,722,0.9506382089136896,1
81,week_std2,8063.464426755905,1140,0.9506382089136896,1
82,week_nunique2,735.1792502403259,107,0.9506382089136896,1
83,week_mode2,3384.656410932541,480,0.9506382089136896,1
84,week_median2,1478.3645911216736,217,0.9506382089136896,1
85,week_mean2,6389.114474773407,893,0.9506382089136896,1
86,week_mode2v,1477.840681552887,209,0.9506382089136896,1
87,week_kurl2,5875.117346048355,834,0.9506382089136896,1
88,week_mm2,654.7914304733276,94,0.9506382089136896,1
89,weekday_nunique2,592.1595811843872,81,0.9506382089136896,1
90,weekday_mode2,3064.393872976303,455,0.9506382089136896,1
91,weekday_mode2v,1600.8247797489166,221,0.9506382089136896,1
92,week_max2,1539.4911606311798,220,0.9506382089136896,1
93,week_min2,956.8729958534241,148,0.9506382089136896,1
94,weekday_max2,1441.7942004203796,206,0.9506382089136896,1
95,weekday_min2,1052.4614474773407,156,0.9506382089136896,1
96,ic_ind_cny_median,7.443019866943359,1,0.9506382089136896,1
97,ic_ind_cny_sum,0.0,0,0.9506382089136896,1
98,ic_indpos_cny_median,0.0,0,0.9506382089136896,1
99,ic_indpos_cny_sum,8.108839988708496,1,0.9506382089136896,1
100,ic_indneg_cny_median,15.103750228881836,2,0.9506382089136896,1
101,ic_indneg_cny_sum,4.9239501953125,1,0.9506382089136896,1
102,l6mon_agn_ind_cny_median,18.239539623260498,3,0.9506382089136896,1
103,l6mon_agn_ind_cny_sum,38.61509990692139,6,0.9506382089136896,1
104,l6mon_agn_indpos_cny_median,0.0,0,0.9506382089136896,1
105,l6mon_agn_indpos_cny_sum,0.0,0,0.9506382089136896,1
106,l6mon_agn_indneg_cny_median,33.21117925643921,5,0.9506382089136896,1
107,l6mon_agn_indneg_cny_sum,18.99474000930786,3,0.9506382089136896,1
108,hav_car_grp_ind_cny_median,234.6387403011322,33,0.9506382089136896,1
109,hav_car_grp_ind_cny_sum,191.47350978851318,28,0.9506382089136896,1
110,hav_car_grp_indpos_cny_median,204.57985925674438,28,0.9506382089136896,1
111,hav_car_grp_indpos_cny_sum,312.5729773044586,42,0.9506382089136896,1
112,hav_car_grp_indneg_cny_median,272.3158612251282,39,0.9506382089136896,1
113,hav_car_grp_indneg_cny_sum,294.3204503059387,43,0.9506382089136896,1
114,pl_crd_lmt_cd_cny_median,48.96898126602173,7,0.9506382089136896,1
115,pl_crd_lmt_cd_cny_sum,248.84374904632568,38,0.9506382089136896,1
116,pl_crd_lmt_cdpos_cny_median,52.43449068069458,9,0.9506382089136896,1
117,pl_crd_lmt_cdpos_cny_sum,103.91899061203003,17,0.9506382089136896,1
118,pl_crd_lmt_cdneg_cny_median,61.755980014801025,9,0.9506382089136896,1
119,pl_crd_lmt_cdneg_cny_sum,166.17397928237915,24,0.9506382089136896,1
120,loan_act_ind_cny_median,20.01058053970337,2,0.9506382089136896,1
121,loan_act_ind_cny_sum,14.932049751281738,2,0.9506382089136896,1
122,loan_act_indpos_cny_median,22.618020057678223,3,0.9506382089136896,1
123,loan_act_indpos_cny_sum,6.727540016174316,1,0.9506382089136896,1
124,loan_act_indneg_cny_median,13.192659854888916,2,0.9506382089136896,1
125,loan_act_indneg_cny_sum,31.096580505371094,4,0.9506382089136896,1
126,bk1_cur_year_mon_avg_agn_amt_cd_cny_median,482.92518043518066,74,0.9506382089136896,1
127,bk1_cur_year_mon_avg_agn_amt_cd_cny_sum,282.04125928878784,38,0.9506382089136896,1
128,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_median,82.08655047416687,14,0.9506382089136896,1
129,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_sum,223.9904990196228,32,0.9506382089136896,1
130,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_median,267.8427278995514,42,0.9506382089136896,1
131,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_sum,245.722740650177,34,0.9506382089136896,1
132,crd_card_act_ind_cny_median,46.290120124816895,7,0.9506382089136896,1
133,crd_card_act_ind_cny_sum,7.510690212249756,1,0.9506382089136896,1
134,crd_card_act_indpos_cny_median,44.42523002624512,6,0.9506382089136896,1
135,crd_card_act_indpos_cny_sum,23.22495937347412,3,0.9506382089136896,1
136,crd_card_act_indneg_cny_median,44.09780025482178,7,0.9506382089136896,1
137,crd_card_act_indneg_cny_sum,36.43952035903931,5,0.9506382089136896,1
138,edu_deg_cd_cny_median,938.5224885940552,134,0.9506382089136896,1
139,edu_deg_cd_cny_sum,930.7037720680237,131,0.9506382089136896,1
140,edu_deg_cdpos_cny_median,1536.5871708393097,209,0.9506382089136896,1
141,edu_deg_cdpos_cny_sum,909.0906498432159,125,0.9506382089136896,1
142,edu_deg_cdneg_cny_median,999.7627601623535,143,0.9506382089136896,1
143,edu_deg_cdneg_cny_sum,710.1385114192963,101,0.9506382089136896,1
144,dnl_bind_cmb_lif_ind_cny_median,62.933889865875244,10,0.9506382089136896,1
145,dnl_bind_cmb_lif_ind_cny_sum,73.17292070388794,9,0.9506382089136896,1
146,dnl_bind_cmb_lif_indpos_cny_median,70.1010594367981,11,0.9506382089136896,1
147,dnl_bind_cmb_lif_indpos_cny_sum,67.6627197265625,11,0.9506382089136896,1
148,dnl_bind_cmb_lif_indneg_cny_median,36.240230560302734,5,0.9506382089136896,1
149,dnl_bind_cmb_lif_indneg_cny_sum,77.5045895576477,10,0.9506382089136896,1
150,perm_crd_lmt_cd_cny_median,523.385199546814,76,0.9506382089136896,1
151,perm_crd_lmt_cd_cny_sum,1376.6759099960327,194,0.9506382089136896,1
152,perm_crd_lmt_cdpos_cny_median,556.2981202602386,82,0.9506382089136896,1
153,perm_crd_lmt_cdpos_cny_sum,1152.3089599609375,167,0.9506382089136896,1
154,perm_crd_lmt_cdneg_cny_median,500.67073917388916,69,0.9506382089136896,1
155,perm_crd_lmt_cdneg_cny_sum,1091.4299080371857,161,0.9506382089136896,1
156,hav_hou_grp_ind_cny_median,0.0,0,0.9506382089136896,1
157,hav_hou_grp_ind_cny_sum,6.565939903259277,1,0.9506382089136896,1
158,hav_hou_grp_indpos_cny_median,12.595820426940918,2,0.9506382089136896,1
159,hav_hou_grp_indpos_cny_sum,6.257979869842529,1,0.9506382089136896,1
160,hav_hou_grp_indneg_cny_median,10.63125991821289,2,0.9506382089136896,1
161,hav_hou_grp_indneg_cny_sum,0.0,0,0.9506382089136896,1
162,fr_or_sh_ind_cny_median,76.42870044708252,11,0.9506382089136896,1
163,fr_or_sh_ind_cny_sum,26.963990688323975,4,0.9506382089136896,1
164,fr_or_sh_indpos_cny_median,22.568179607391357,3,0.9506382089136896,1
165,fr_or_sh_indpos_cny_sum,46.55708980560303,7,0.9506382089136896,1
166,fr_or_sh_indneg_cny_median,91.40099954605103,12,0.9506382089136896,1
167,fr_or_sh_indneg_cny_sum,96.87401103973389,15,0.9506382089136896,1
168,acdm_deg_cd_cny_median,544.4195477962494,81,0.9506382089136896,1
169,acdm_deg_cd_cny_sum,851.6399929523468,126,0.9506382089136896,1
170,acdm_deg_cdpos_cny_median,544.5117285251617,79,0.9506382089136896,1
171,acdm_deg_cdpos_cny_sum,707.8228113651276,106,0.9506382089136896,1
172,acdm_deg_cdneg_cny_median,686.884140253067,100,0.9506382089136896,1
173,acdm_deg_cdneg_cny_sum,655.4789297580719,94,0.9506382089136896,1
174,atdd_type_cny_median,233.47756004333496,31,0.9506382089136896,1
175,atdd_type_cny_sum,253.84907054901123,37,0.9506382089136896,1
176,atdd_typepos_cny_median,210.31086897850037,32,0.9506382089136896,1
177,atdd_typepos_cny_sum,210.29639148712158,33,0.9506382089136896,1
178,atdd_typeneg_cny_median,272.1932101249695,37,0.9506382089136896,1
179,atdd_typeneg_cny_sum,245.90547847747803,36,0.9506382089136896,1
180,l1y_crd_card_csm_amt_dlm_cd_cny_median,591.8567311763763,81,0.9506382089136896,1
181,l1y_crd_card_csm_amt_dlm_cd_cny_sum,1148.811129808426,166,0.9506382089136896,1
182,l1y_crd_card_csm_amt_dlm_cdpos_cny_median,437.3733379840851,66,0.9506382089136896,1
183,l1y_crd_card_csm_amt_dlm_cdpos_cny_sum,608.4898602962494,89,0.9506382089136896,1
184,l1y_crd_card_csm_amt_dlm_cdneg_cny_median,524.2864611148834,76,0.9506382089136896,1
185,l1y_crd_card_csm_amt_dlm_cdneg_cny_sum,828.6203906536102,118,0.9506382089136896,1
186,gdr_cd_cny_median,322.31361174583435,47,0.9506382089136896,1
187,gdr_cd_cny_sum,343.07170152664185,54,0.9506382089136896,1
188,gdr_cdpos_cny_median,299.04889822006226,43,0.9506382089136896,1
189,gdr_cdpos_cny_sum,181.15226030349731,27,0.9506382089136896,1
190,gdr_cdneg_cny_median,327.8282206058502,49,0.9506382089136896,1
191,gdr_cdneg_cny_sum,232.58920001983643,35,0.9506382089136896,1
192,mrg_situ_cd_cny_median,453.80995059013367,72,0.9506382089136896,1
193,mrg_situ_cd_cny_sum,901.8497815132141,127,0.9506382089136896,1
194,mrg_situ_cdpos_cny_median,266.75303983688354,41,0.9506382089136896,1
195,mrg_situ_cdpos_cny_sum,474.07396721839905,71,0.9506382089136896,1
196,mrg_situ_cdneg_cny_median,530.861081123352,78,0.9506382089136896,1
197,mrg_situ_cdneg_cny_sum,394.5878095626831,56,0.9506382089136896,1
198,deg_cd_cny_median,406.01925134658813,60,0.9506382089136896,1
199,deg_cd_cny_sum,276.966849565506,39,0.9506382089136896,1
200,deg_cdpos_cny_median,248.1073191165924,32,0.9506382089136896,1
201,deg_cdpos_cny_sum,205.351909160614,32,0.9506382089136896,1
202,deg_cdneg_cny_median,278.078608751297,38,0.9506382089136896,1
203,deg_cdneg_cny_sum,268.5156395435333,40,0.9506382089136896,1
204,vld_rsk_ases_ind_cny_median,74.75979995727539,10,0.9506382089136896,1
205,vld_rsk_ases_ind_cny_sum,115.64007902145386,17,0.9506382089136896,1
206,vld_rsk_ases_indpos_cny_median,0.0,0,0.9506382089136896,1
207,vld_rsk_ases_indpos_cny_sum,100.15042972564697,14,0.9506382089136896,1
208,vld_rsk_ases_indneg_cny_median,48.477778911590576,6,0.9506382089136896,1
209,vld_rsk_ases_indneg_cny_sum,28.80414056777954,5,0.9506382089136896,1
210,l6mon_daim_aum_cd_cny_median,537.9102778434753,78,0.9506382089136896,1
211,l6mon_daim_aum_cd_cny_sum,762.359459400177,113,0.9506382089136896,1
212,l6mon_daim_aum_cdpos_cny_median,438.3627486228943,66,0.9506382089136896,1
213,l6mon_daim_aum_cdpos_cny_sum,412.72209882736206,59,0.9506382089136896,1
214,l6mon_daim_aum_cdneg_cny_median,370.4973497390747,54,0.9506382089136896,1
215,l6mon_daim_aum_cdneg_cny_sum,353.1955614089966,52,0.9506382089136896,1
216,dnl_mbl_bnk_ind_cny_median,127.77563095092773,19,0.9506382089136896,1
217,dnl_mbl_bnk_ind_cny_sum,219.1566698551178,30,0.9506382089136896,1
218,dnl_mbl_bnk_indpos_cny_median,84.63367104530334,13,0.9506382089136896,1
219,dnl_mbl_bnk_indpos_cny_sum,70.9725890159607,10,0.9506382089136896,1
220,dnl_mbl_bnk_indneg_cny_median,104.64855909347534,16,0.9506382089136896,1
221,dnl_mbl_bnk_indneg_cny_sum,95.00486922264099,14,0.9506382089136896,1
0,age,5429.554582595825,796,0.9446185856098296,2
1,job_year,3572.104530096054,526,0.9446185856098296,2
2,frs_agn_dt_cnt,4014.2366893291473,566,0.9446185856098296,2
3,fin_rsk_ases_grd_cd,773.4674334526062,109,0.9446185856098296,2
4,confirm_rsk_ases_lvl_typ_cd,1357.7110831737518,196,0.9446185856098296,2
5,cust_inv_rsk_endu_lvl_cd,118.35577130317688,19,0.9446185856098296,2
6,tot_ast_lvl_cd,2086.0698626041412,309,0.9446185856098296,2
7,pot_ast_lvl_cd,1258.955189704895,179,0.9446185856098296,2
8,l12mon_buy_fin_mng_whl_tms,120.1498007774353,16,0.9446185856098296,2
9,l12_mon_fnd_buy_whl_tms,447.7574098110199,78,0.9446185856098296,2
10,l12_mon_insu_buy_whl_tms,0.0,0,0.9446185856098296,2
11,l12_mon_gld_buy_whl_tms,0.0,0,0.9446185856098296,2
12,ovd_30d_loan_tot_cnt,5.921760082244873,1,0.9446185856098296,2
13,his_lng_ovd_day,52.53719997406006,9,0.9446185856098296,2
14,hld_crd_card_grd_cd,1288.46395945549,180,0.9446185856098296,2
15,cur_debit_cnt,421.46525859832764,64,0.9446185856098296,2
16,cur_credit_cnt,729.8301787376404,109,0.9446185856098296,2
17,cur_debit_min_opn_dt_cnt,6853.271476507187,955,0.9446185856098296,2
18,cur_credit_min_opn_dt_cnt,7315.356521129608,1010,0.9446185856098296,2
19,cur_debit_crd_lvl,379.54842948913574,57,0.9446185856098296,2
20,l12mon_buy_sum,0.0,0,0.9446185856098296,2
21,l12mon_buy_fin_mng_whl_tms_ratio,40.20072031021118,8,0.9446185856098296,2
22,l12_mon_fnd_buy_whl_tms_ratio,262.0321407318115,39,0.9446185856098296,2
23,l12_mon_gld_buy_whl_tms_ratio,0.0,0,0.9446185856098296,2
24,cur_debit_rate,8009.239386796951,1097,0.9446185856098296,2
25,cur_credit_rate,8935.213478326797,1249,0.9446185856098296,2
26,creditrate1,7463.302529335022,1005,0.9446185856098296,2
27,creditrate2,7192.288545370102,989,0.9446185856098296,2
28,creditrate3,2874.1845071315765,396,0.9446185856098296,2
29,0,5419.512472629547,771,0.9446185856098296,2
30,1,4929.200847148895,684,0.9446185856098296,2
31,2,6008.060853242874,844,0.9446185856098296,2
32,3,4841.186327695847,673,0.9446185856098296,2
33,4,5804.437548875809,825,0.9446185856098296,2
34,5,5021.428577423096,693,0.9446185856098296,2
35,A_max,1629.3187990188599,225,0.9446185856098296,2
36,A_min,1604.3216485977173,231,0.9446185856098296,2
37,A_median,2550.416522026062,368,0.9446185856098296,2
38,A_std,1675.4057130813599,234,0.9446185856098296,2
39,A_mean,2577.003123998642,360,0.9446185856098296,2
40,A_sum,2017.065889596939,289,0.9446185856098296,2
41,B_max,4308.86901640892,617,0.9446185856098296,2
42,B_min,4294.004822015762,588,0.9446185856098296,2
43,B_median,4712.576543807983,667,0.9446185856098296,2
44,B_std,4602.220629930496,615,0.9446185856098296,2
45,B_mean,5164.136387348175,730,0.9446185856098296,2
46,B_sum,3827.151398420334,527,0.9446185856098296,2
47,C_max,378.5312900543213,62,0.9446185856098296,2
48,C_min,480.5181381702423,71,0.9446185856098296,2
49,C_median,386.74255871772766,65,0.9446185856098296,2
50,C_std,519.6591713428497,89,0.9446185856098296,2
51,C_mean,477.08246064186096,69,0.9446185856098296,2
52,C_sum,333.88894057273865,57,0.9446185856098296,2
53,dat1_count,1950.3118331432343,272,0.9446185856098296,2
54,dat1_nunique,12.471650123596191,2,0.9446185856098296,2
55,dat1_mean,4224.777970790863,581,0.9446185856098296,2
56,dat1_modev,2128.7394909858704,288,0.9446185856098296,2
57,dat3_nunique,258.5900502204895,40,0.9446185856098296,2
58,dat3_mode,93.09743928909302,12,0.9446185856098296,2
59,dat3_modev,1802.027834892273,247,0.9446185856098296,2
60,trx1_nunique,168.77159118652344,23,0.9446185856098296,2
61,trx1_mode,269.6621804237366,39,0.9446185856098296,2
62,trx1_modev,1943.5271580219269,263,0.9446185856098296,2
63,trx2_nunique,1638.194137096405,237,0.9446185856098296,2
64,trx2_mode,4510.586752176285,625,0.9446185856098296,2
65,trx2_modev,2386.6016891002655,332,0.9446185856098296,2
66,cny_trx_amt_min,3364.2937762737274,472,0.9446185856098296,2
67,cny_trx_amt_max,3283.098062992096,455,0.9446185856098296,2
68,cny_trx_amt_sum,5197.815123081207,740,0.9446185856098296,2
69,cny_trx_amt_positive_nunique,2331.1735184192657,315,0.9446185856098296,2
70,cny_trx_amt_positive_min,6558.653111934662,919,0.9446185856098296,2
71,cny_trx_amt_positive_mean,5151.911417961121,718,0.9446185856098296,2
72,cny_trx_amt_positive_median,6908.578783988953,966,0.9446185856098296,2
73,cny_trx_amt_positive_std,6725.416242837906,936,0.9446185856098296,2
74,cny_trx_amt_positive_sum,4431.809909105301,595,0.9446185856098296,2
75,cny_trx_amt_negative_nunique,2946.6237449645996,403,0.9446185856098296,2
76,cny_trx_amt_negative_max,5649.802789926529,786,0.9446185856098296,2
77,cny_trx_amt_negative_mean,4580.412061691284,636,0.9446185856098296,2
78,cny_trx_amt_negative_median,7155.771132230759,988,0.9446185856098296,2
79,cny_trx_amt_negative_std,5769.648817062378,788,0.9446185856098296,2
80,cny_trx_amt_negative_sum,4509.009947299957,617,0.9446185856098296,2
81,week_std2,8237.892481088638,1147,0.9446185856098296,2
82,week_nunique2,712.8870577812195,101,0.9446185856098296,2
83,week_mode2,3717.3877255916595,523,0.9446185856098296,2
84,week_median2,1859.1238377094269,263,0.9446185856098296,2
85,week_mean2,6745.260669231415,930,0.9446185856098296,2
86,week_mode2v,1461.7039408683777,211,0.9446185856098296,2
87,week_kurl2,5814.87885427475,827,0.9446185856098296,2
88,week_mm2,1074.5734605789185,156,0.9446185856098296,2
89,weekday_nunique2,510.35100054740906,74,0.9446185856098296,2
90,weekday_mode2,2641.4523162841797,403,0.9446185856098296,2
91,weekday_mode2v,1281.1329941749573,174,0.9446185856098296,2
92,week_max2,1613.9509193897247,227,0.9446185856098296,2
93,week_min2,966.2040688991547,140,0.9446185856098296,2
94,weekday_max2,1398.8354494571686,196,0.9446185856098296,2
95,weekday_min2,1005.925544500351,144,0.9446185856098296,2
96,ic_ind_cny_median,0.0,0,0.9446185856098296,2
97,ic_ind_cny_sum,0.0,0,0.9446185856098296,2
98,ic_indpos_cny_median,0.0,0,0.9446185856098296,2
99,ic_indpos_cny_sum,12.184509754180908,2,0.9446185856098296,2
100,ic_indneg_cny_median,8.725449562072754,1,0.9446185856098296,2
101,ic_indneg_cny_sum,0.0,0,0.9446185856098296,2
102,l6mon_agn_ind_cny_median,29.125210285186768,4,0.9446185856098296,2
103,l6mon_agn_ind_cny_sum,41.95192003250122,6,0.9446185856098296,2
104,l6mon_agn_indpos_cny_median,0.0,0,0.9446185856098296,2
105,l6mon_agn_indpos_cny_sum,6.547840118408203,1,0.9446185856098296,2
106,l6mon_agn_indneg_cny_median,6.745160102844238,1,0.9446185856098296,2
107,l6mon_agn_indneg_cny_sum,39.76456022262573,5,0.9446185856098296,2
108,hav_car_grp_ind_cny_median,281.12809896469116,38,0.9446185856098296,2
109,hav_car_grp_ind_cny_sum,352.30244064331055,50,0.9446185856098296,2
110,hav_car_grp_indpos_cny_median,202.9274604320526,28,0.9446185856098296,2
111,hav_car_grp_indpos_cny_sum,233.4674301147461,34,0.9446185856098296,2
112,hav_car_grp_indneg_cny_median,309.49755215644836,45,0.9446185856098296,2
113,hav_car_grp_indneg_cny_sum,256.00205993652344,38,0.9446185856098296,2
114,pl_crd_lmt_cd_cny_median,82.37313055992126,16,0.9446185856098296,2
115,pl_crd_lmt_cd_cny_sum,97.92876958847046,17,0.9446185856098296,2
116,pl_crd_lmt_cdpos_cny_median,182.61632084846497,26,0.9446185856098296,2
117,pl_crd_lmt_cdpos_cny_sum,36.84799003601074,6,0.9446185856098296,2
118,pl_crd_lmt_cdneg_cny_median,279.2487304210663,45,0.9446185856098296,2
119,pl_crd_lmt_cdneg_cny_sum,96.51563024520874,13,0.9446185856098296,2
120,loan_act_ind_cny_median,6.544189929962158,1,0.9446185856098296,2
121,loan_act_ind_cny_sum,27.26824951171875,5,0.9446185856098296,2
122,loan_act_indpos_cny_median,12.498939990997314,2,0.9446185856098296,2
123,loan_act_indpos_cny_sum,14.044209957122803,2,0.9446185856098296,2
124,loan_act_indneg_cny_median,7.465280055999756,1,0.9446185856098296,2
125,loan_act_indneg_cny_sum,18.516979694366455,3,0.9446185856098296,2
126,bk1_cur_year_mon_avg_agn_amt_cd_cny_median,172.60883045196533,26,0.9446185856098296,2
127,bk1_cur_year_mon_avg_agn_amt_cd_cny_sum,274.7949504852295,38,0.9446185856098296,2
128,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_median,48.241740226745605,8,0.9446185856098296,2
129,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_sum,116.60652112960815,17,0.9446185856098296,2
130,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_median,500.72224855422974,68,0.9446185856098296,2
131,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_sum,144.0858507156372,21,0.9446185856098296,2
132,crd_card_act_ind_cny_median,6.368929862976074,1,0.9446185856098296,2
133,crd_card_act_ind_cny_sum,38.13431119918823,5,0.9446185856098296,2
134,crd_card_act_indpos_cny_median,13.243510246276855,2,0.9446185856098296,2
135,crd_card_act_indpos_cny_sum,16.530450105667114,3,0.9446185856098296,2
136,crd_card_act_indneg_cny_median,9.854380130767822,2,0.9446185856098296,2
137,crd_card_act_indneg_cny_sum,0.0,0,0.9446185856098296,2
138,edu_deg_cd_cny_median,1225.6961479187012,178,0.9446185856098296,2
139,edu_deg_cd_cny_sum,991.057380437851,143,0.9446185856098296,2
140,edu_deg_cdpos_cny_median,1713.1937110424042,249,0.9446185856098296,2
141,edu_deg_cdpos_cny_sum,970.0207386016846,136,0.9446185856098296,2
142,edu_deg_cdneg_cny_median,812.6029825210571,120,0.9446185856098296,2
143,edu_deg_cdneg_cny_sum,958.7100205421448,139,0.9446185856098296,2
144,dnl_bind_cmb_lif_ind_cny_median,48.116559982299805,6,0.9446185856098296,2
145,dnl_bind_cmb_lif_ind_cny_sum,119.81534051895142,17,0.9446185856098296,2
146,dnl_bind_cmb_lif_indpos_cny_median,64.70884847640991,8,0.9446185856098296,2
147,dnl_bind_cmb_lif_indpos_cny_sum,53.27196025848389,8,0.9446185856098296,2
148,dnl_bind_cmb_lif_indneg_cny_median,129.7417893409729,17,0.9446185856098296,2
149,dnl_bind_cmb_lif_indneg_cny_sum,84.731130361557,15,0.9446185856098296,2
150,perm_crd_lmt_cd_cny_median,631.332240819931,90,0.9446185856098296,2
151,perm_crd_lmt_cd_cny_sum,1993.3530020713806,285,0.9446185856098296,2
152,perm_crd_lmt_cdpos_cny_median,597.1110391616821,86,0.9446185856098296,2
153,perm_crd_lmt_cdpos_cny_sum,1103.481507062912,169,0.9446185856098296,2
154,perm_crd_lmt_cdneg_cny_median,541.7487196922302,80,0.9446185856098296,2
155,perm_crd_lmt_cdneg_cny_sum,1139.643925189972,160,0.9446185856098296,2
156,hav_hou_grp_ind_cny_median,0.0,0,0.9446185856098296,2
157,hav_hou_grp_ind_cny_sum,0.0,0,0.9446185856098296,2
