,feature,importance_gain,importance_split,trn_score,run
16,cur_credit_cnt,881.0676968097687,126,0.9454065072214922,12
17,cur_debit_min_opn_dt_cnt,6686.137884140015,925,0.9454065072214922,12
18,cur_credit_min_opn_dt_cnt,6628.592532157898,914,0.9454065072214922,12
19,cur_debit_crd_lvl,249.27100110054016,37,0.9454065072214922,12
20,l12mon_buy_sum,0.0,0,0.9454065072214922,12
21,l12mon_buy_fin_mng_whl_tms_ratio,197.01073026657104,39,0.9454065072214922,12
22,l12_mon_fnd_buy_whl_tms_ratio,122.01851081848145,17,0.9454065072214922,12
23,l12_mon_gld_buy_whl_tms_ratio,0.0,0,0.9454065072214922,12
24,cur_debit_rate,7469.11142373085,1026,0.9454065072214922,12
25,cur_credit_rate,10043.637011051178,1389,0.9454065072214922,12
26,creditrate1,8107.701331138611,1098,0.9454065072214922,12
27,creditrate2,7600.943964719772,1040,0.9454065072214922,12
28,creditrate3,2620.9135842323303,358,0.9454065072214922,12
29,0,4617.139551401138,662,0.9454065072214922,12
30,1,5813.951137065887,790,0.9454065072214922,12
31,2,5394.888787508011,738,0.9454065072214922,12
32,3,4983.928616762161,689,0.9454065072214922,12
33,4,6938.73463177681,969,0.9454065072214922,12
34,5,5465.810076236725,745,0.9454065072214922,12
35,A_max,2190.4511988162994,288,0.9454065072214922,12
36,A_min,1511.757447719574,221,0.9454065072214922,12
37,A_median,3071.3116931915283,445,0.9454065072214922,12
38,A_std,1669.9029793739319,232,0.9454065072214922,12
39,A_mean,2636.9159524440765,379,0.9454065072214922,12
40,A_sum,2577.836083650589,365,0.9454065072214922,12
41,B_max,4252.718211650848,573,0.9454065072214922,12
42,B_min,3852.41792845726,534,0.9454065072214922,12
43,B_median,5442.917927265167,753,0.9454065072214922,12
44,B_std,4218.692637681961,571,0.9454065072214922,12
45,B_mean,4929.465363740921,685,0.9454065072214922,12
46,B_sum,4106.930549383163,590,0.9454065072214922,12
47,C_max,134.29852890968323,20,0.9454065072214922,12
48,C_min,232.67063975334167,36,0.9454065072214922,12
49,C_median,235.8789303302765,39,0.9454065072214922,12
50,C_std,238.52902150154114,39,0.9454065072214922,12
51,C_mean,190.7901406288147,29,0.9454065072214922,12
52,C_sum,212.3794596195221,41,0.9454065072214922,12
53,dat1_count,2376.183601617813,316,0.9454065072214922,12
54,dat1_nunique,23.62939977645874,3,0.9454065072214922,12
55,dat1_mean,3966.8402304649353,555,0.9454065072214922,12
56,dat1_modev,1899.1400191783905,271,0.9454065072214922,12
57,dat3_nunique,199.73717975616455,27,0.9454065072214922,12
58,dat3_mode,108.7605299949646,14,0.9454065072214922,12
59,dat3_modev,1838.9300413131714,257,0.9454065072214922,12
60,trx1_nunique,276.3118305206299,37,0.9454065072214922,12
61,trx1_mode,284.4567680358887,40,0.9454065072214922,12
62,trx1_modev,1811.5614039897919,253,0.9454065072214922,12
63,trx2_nunique,1572.0198757648468,219,0.9454065072214922,12
64,trx2_mode,5151.43501663208,650,0.9454065072214922,12
65,trx2_modev,1888.302303314209,258,0.9454065072214922,12
66,cny_trx_amt_min,3781.1710600852966,512,0.9454065072214922,12
67,cny_trx_amt_max,2937.3072180747986,396,0.9454065072214922,12
68,cny_trx_amt_sum,5424.544062614441,758,0.9454065072214922,12
69,cny_trx_amt_positive_nunique,2135.1805925369263,302,0.9454065072214922,12
70,cny_trx_amt_positive_min,6884.398906707764,952,0.9454065072214922,12
71,cny_trx_amt_positive_mean,5234.220218658447,714,0.9454065072214922,12
72,cny_trx_amt_positive_median,6496.730099439621,903,0.9454065072214922,12
73,cny_trx_amt_positive_std,6798.38756608963,915,0.9454065072214922,12
74,cny_trx_amt_positive_sum,4887.453444957733,664,0.9454065072214922,12
75,cny_trx_amt_negative_nunique,3027.5371680259705,416,0.9454065072214922,12
76,cny_trx_amt_negative_max,6557.62015247345,907,0.9454065072214922,12
77,cny_trx_amt_negative_mean,4658.126564502716,633,0.9454065072214922,12
78,cny_trx_amt_negative_median,6801.554361104965,943,0.9454065072214922,12
79,cny_trx_amt_negative_std,5683.730246305466,774,0.9454065072214922,12
80,cny_trx_amt_negative_sum,4544.007742404938,609,0.9454065072214922,12
81,week_std2,7976.626121997833,1101,0.9454065072214922,12
82,week_nunique2,1204.565018415451,172,0.9454065072214922,12
83,week_mode2,3884.848767518997,543,0.9454065072214922,12
84,week_median2,1687.0387740135193,235,0.9454065072214922,12
85,week_mean2,7073.575344085693,948,0.9454065072214922,12
86,week_mode2v,1308.9387576580048,185,0.9454065072214922,12
87,week_kurl2,6548.488145112991,906,0.9454065072214922,12
88,week_mm2,874.9924926757812,123,0.9454065072214922,12
89,weekday_nunique2,544.6464385986328,77,0.9454065072214922,12
90,weekday_mode2,3080.6938128471375,441,0.9454065072214922,12
91,weekday_mode2v,1650.3995945453644,224,0.9454065072214922,12
92,week_max2,1364.2957653999329,188,0.9454065072214922,12
93,week_min2,952.6565577983856,134,0.9454065072214922,12
94,weekday_max2,1423.8738765716553,201,0.9454065072214922,12
95,weekday_min2,1227.7969172000885,166,0.9454065072214922,12
96,ic_ind_cny_median,8.720149993896484,1,0.9454065072214922,12
97,ic_ind_cny_sum,7.953360080718994,1,0.9454065072214922,12
98,ic_indpos_cny_median,5.0124101638793945,1,0.9454065072214922,12
99,ic_indpos_cny_sum,10.993669986724854,2,0.9454065072214922,12
100,ic_indneg_cny_median,8.296710014343262,1,0.9454065072214922,12
101,ic_indneg_cny_sum,9.025889873504639,2,0.9454065072214922,12
102,l6mon_agn_ind_cny_median,37.44454050064087,4,0.9454065072214922,12
103,l6mon_agn_ind_cny_sum,18.00117015838623,3,0.9454065072214922,12
104,l6mon_agn_indpos_cny_median,0.0,0,0.9454065072214922,12
105,l6mon_agn_indpos_cny_sum,11.338099956512451,2,0.9454065072214922,12
106,l6mon_agn_indneg_cny_median,7.364809989929199,1,0.9454065072214922,12
107,l6mon_agn_indneg_cny_sum,6.252779960632324,1,0.9454065072214922,12
108,hav_car_grp_ind_cny_median,192.41708111763,29,0.9454065072214922,12
109,hav_car_grp_ind_cny_sum,178.15929913520813,29,0.9454065072214922,12
110,hav_car_grp_indpos_cny_median,222.71796989440918,31,0.9454065072214922,12
111,hav_car_grp_indpos_cny_sum,239.66957116127014,35,0.9454065072214922,12
112,hav_car_grp_indneg_cny_median,190.89147019386292,26,0.9454065072214922,12
113,hav_car_grp_indneg_cny_sum,288.90766763687134,39,0.9454065072214922,12
114,pl_crd_lmt_cd_cny_median,51.67156004905701,8,0.9454065072214922,12
115,pl_crd_lmt_cd_cny_sum,56.16253995895386,9,0.9454065072214922,12
116,pl_crd_lmt_cdpos_cny_median,109.49001049995422,15,0.9454065072214922,12
117,pl_crd_lmt_cdpos_cny_sum,34.007789611816406,4,0.9454065072214922,12
118,pl_crd_lmt_cdneg_cny_median,123.59524989128113,26,0.9454065072214922,12
119,pl_crd_lmt_cdneg_cny_sum,60.280699729919434,8,0.9454065072214922,12
120,loan_act_ind_cny_median,23.172549724578857,3,0.9454065072214922,12
121,loan_act_ind_cny_sum,4.836850166320801,1,0.9454065072214922,12
122,loan_act_indpos_cny_median,6.212299823760986,1,0.9454065072214922,12
123,loan_act_indpos_cny_sum,50.38465976715088,7,0.9454065072214922,12
124,loan_act_indneg_cny_median,20.891879558563232,3,0.9454065072214922,12
125,loan_act_indneg_cny_sum,20.56767988204956,3,0.9454065072214922,12
126,bk1_cur_year_mon_avg_agn_amt_cd_cny_median,416.6494917869568,55,0.9454065072214922,12
127,bk1_cur_year_mon_avg_agn_amt_cd_cny_sum,282.4878888130188,33,0.9454065072214922,12
128,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_median,81.6517686843872,11,0.9454065072214922,12
129,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_sum,193.5718297958374,29,0.9454065072214922,12
130,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_median,341.3768701553345,49,0.9454065072214922,12
131,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_sum,278.92439007759094,39,0.9454065072214922,12
132,crd_card_act_ind_cny_median,12.070240020751953,2,0.9454065072214922,12
133,crd_card_act_ind_cny_sum,30.028600215911865,4,0.9454065072214922,12
134,crd_card_act_indpos_cny_median,27.222180366516113,4,0.9454065072214922,12
135,crd_card_act_indpos_cny_sum,26.45341968536377,4,0.9454065072214922,12
136,crd_card_act_indneg_cny_median,14.975269794464111,2,0.9454065072214922,12
137,crd_card_act_indneg_cny_sum,19.682810306549072,3,0.9454065072214922,12
138,edu_deg_cd_cny_median,1132.7189939022064,161,0.9454065072214922,12
139,edu_deg_cd_cny_sum,1081.9641795158386,153,0.9454065072214922,12
140,edu_deg_cdpos_cny_median,1494.1184113025665,216,0.9454065072214922,12
141,edu_deg_cdpos_cny_sum,818.1858429908752,116,0.9454065072214922,12
142,edu_deg_cdneg_cny_median,1082.4717915058136,156,0.9454065072214922,12
143,edu_deg_cdneg_cny_sum,752.7200682163239,108,0.9454065072214922,12
144,dnl_bind_cmb_lif_ind_cny_median,40.62675976753235,6,0.9454065072214922,12
145,dnl_bind_cmb_lif_ind_cny_sum,100.66014862060547,14,0.9454065072214922,12
146,dnl_bind_cmb_lif_indpos_cny_median,100.98264026641846,14,0.9454065072214922,12
147,dnl_bind_cmb_lif_indpos_cny_sum,57.396170139312744,8,0.9454065072214922,12
148,dnl_bind_cmb_lif_indneg_cny_median,81.57703018188477,13,0.9454065072214922,12
149,dnl_bind_cmb_lif_indneg_cny_sum,74.24722003936768,10,0.9454065072214922,12
150,perm_crd_lmt_cd_cny_median,433.58998823165894,65,0.9454065072214922,12
151,perm_crd_lmt_cd_cny_sum,1693.018371105194,238,0.9454065072214922,12
152,perm_crd_lmt_cdpos_cny_median,628.2597999572754,91,0.9454065072214922,12
153,perm_crd_lmt_cdpos_cny_sum,1475.7056670188904,204,0.9454065072214922,12
154,perm_crd_lmt_cdneg_cny_median,654.2932913303375,95,0.9454065072214922,12
155,perm_crd_lmt_cdneg_cny_sum,1295.0630156993866,176,0.9454065072214922,12
156,hav_hou_grp_ind_cny_median,0.0,0,0.9454065072214922,12
157,hav_hou_grp_ind_cny_sum,8.513179779052734,1,0.9454065072214922,12
158,hav_hou_grp_indpos_cny_median,0.0,0,0.9454065072214922,12
159,hav_hou_grp_indpos_cny_sum,6.95727014541626,1,0.9454065072214922,12
160,hav_hou_grp_indneg_cny_median,7.010819911956787,1,0.9454065072214922,12
161,hav_hou_grp_indneg_cny_sum,15.21912956237793,2,0.9454065072214922,12
162,fr_or_sh_ind_cny_median,57.28966975212097,9,0.9454065072214922,12
163,fr_or_sh_ind_cny_sum,32.93852949142456,5,0.9454065072214922,12
164,fr_or_sh_indpos_cny_median,65.62271022796631,9,0.9454065072214922,12
165,fr_or_sh_indpos_cny_sum,55.16637992858887,8,0.9454065072214922,12
166,fr_or_sh_indneg_cny_median,32.922760009765625,4,0.9454065072214922,12
167,fr_or_sh_indneg_cny_sum,93.13055038452148,14,0.9454065072214922,12
168,acdm_deg_cd_cny_median,456.59580278396606,68,0.9454065072214922,12
169,acdm_deg_cd_cny_sum,1088.2384450435638,155,0.9454065072214922,12
170,acdm_deg_cdpos_cny_median,439.63312911987305,69,0.9454065072214922,12
171,acdm_deg_cdpos_cny_sum,665.7608506679535,94,0.9454065072214922,12
172,acdm_deg_cdneg_cny_median,809.2054884433746,118,0.9454065072214922,12
173,acdm_deg_cdneg_cny_sum,709.4148411750793,105,0.9454065072214922,12
174,atdd_type_cny_median,279.82159900665283,38,0.9454065072214922,12
175,atdd_type_cny_sum,288.77569127082825,40,0.9454065072214922,12
176,atdd_typepos_cny_median,157.77240872383118,23,0.9454065072214922,12
177,atdd_typepos_cny_sum,144.1757209300995,21,0.9454065072214922,12
178,atdd_typeneg_cny_median,347.427099943161,51,0.9454065072214922,12
179,atdd_typeneg_cny_sum,218.43940091133118,35,0.9454065072214922,12
180,l1y_crd_card_csm_amt_dlm_cd_cny_median,572.1501708030701,76,0.9454065072214922,12
181,l1y_crd_card_csm_amt_dlm_cd_cny_sum,1091.595278263092,151,0.9454065072214922,12
182,l1y_crd_card_csm_amt_dlm_cdpos_cny_median,452.263060092926,65,0.9454065072214922,12
183,l1y_crd_card_csm_amt_dlm_cdpos_cny_sum,514.5204393863678,72,0.9454065072214922,12
184,l1y_crd_card_csm_amt_dlm_cdneg_cny_median,535.8255894184113,71,0.9454065072214922,12
185,l1y_crd_card_csm_amt_dlm_cdneg_cny_sum,753.5888805389404,111,0.9454065072214922,12
186,gdr_cd_cny_median,203.52891039848328,32,0.9454065072214922,12
187,gdr_cd_cny_sum,552.6284575462341,81,0.9454065072214922,12
188,gdr_cdpos_cny_median,298.06697154045105,41,0.9454065072214922,12
189,gdr_cdpos_cny_sum,254.44755911827087,38,0.9454065072214922,12
190,gdr_cdneg_cny_median,328.84185123443604,50,0.9454065072214922,12
191,gdr_cdneg_cny_sum,225.9155194759369,33,0.9454065072214922,12
192,mrg_situ_cd_cny_median,467.9981105327606,71,0.9454065072214922,12
193,mrg_situ_cd_cny_sum,594.7235994338989,89,0.9454065072214922,12
194,mrg_situ_cdpos_cny_median,340.56770968437195,51,0.9454065072214922,12
195,mrg_situ_cdpos_cny_sum,313.5062804222107,47,0.9454065072214922,12
196,mrg_situ_cdneg_cny_median,395.25678968429565,56,0.9454065072214922,12
197,mrg_situ_cdneg_cny_sum,405.32980823516846,58,0.9454065072214922,12
198,deg_cd_cny_median,413.60834980010986,61,0.9454065072214922,12
199,deg_cd_cny_sum,384.0742928981781,52,0.9454065072214922,12
200,deg_cdpos_cny_median,430.19510865211487,60,0.9454065072214922,12
201,deg_cdpos_cny_sum,472.4069788455963,69,0.9454065072214922,12
202,deg_cdneg_cny_median,471.50732922554016,70,0.9454065072214922,12
203,deg_cdneg_cny_sum,464.05751848220825,61,0.9454065072214922,12
204,vld_rsk_ases_ind_cny_median,38.57705020904541,5,0.9454065072214922,12
205,vld_rsk_ases_ind_cny_sum,68.27691984176636,11,0.9454065072214922,12
206,vld_rsk_ases_indpos_cny_median,0.0,0,0.9454065072214922,12
207,vld_rsk_ases_indpos_cny_sum,75.79752922058105,10,0.9454065072214922,12
208,vld_rsk_ases_indneg_cny_median,70.92216062545776,10,0.9454065072214922,12
209,vld_rsk_ases_indneg_cny_sum,44.97441005706787,7,0.9454065072214922,12
210,l6mon_daim_aum_cd_cny_median,505.69507694244385,70,0.9454065072214922,12
211,l6mon_daim_aum_cd_cny_sum,693.5953598022461,96,0.9454065072214922,12
212,l6mon_daim_aum_cdpos_cny_median,325.9301390647888,48,0.9454065072214922,12
213,l6mon_daim_aum_cdpos_cny_sum,449.27910113334656,62,0.9454065072214922,12
214,l6mon_daim_aum_cdneg_cny_median,364.91292810440063,50,0.9454065072214922,12
215,l6mon_daim_aum_cdneg_cny_sum,515.1170194149017,68,0.9454065072214922,12
216,dnl_mbl_bnk_ind_cny_median,90.7551007270813,14,0.9454065072214922,12
217,dnl_mbl_bnk_ind_cny_sum,257.45562744140625,35,0.9454065072214922,12
218,dnl_mbl_bnk_indpos_cny_median,149.00151991844177,23,0.9454065072214922,12
219,dnl_mbl_bnk_indpos_cny_sum,102.82985854148865,15,0.9454065072214922,12
220,dnl_mbl_bnk_indneg_cny_median,189.3293490409851,29,0.9454065072214922,12
221,dnl_mbl_bnk_indneg_cny_sum,157.0032205581665,21,0.9454065072214922,12
0,age,5043.230090141296,725,0.9467033957443097,13
1,job_year,3394.470150709152,481,0.9467033957443097,13
2,frs_agn_dt_cnt,3477.3764448165894,484,0.9467033957443097,13
3,fin_rsk_ases_grd_cd,835.5981502532959,122,0.9467033957443097,13
4,confirm_rsk_ases_lvl_typ_cd,1379.4692242145538,191,0.9467033957443097,13
5,cust_inv_rsk_endu_lvl_cd,300.6041693687439,47,0.9467033957443097,13
6,tot_ast_lvl_cd,1832.7716341018677,261,0.9467033957443097,13
7,pot_ast_lvl_cd,1582.7293283939362,228,0.9467033957443097,13
8,l12mon_buy_fin_mng_whl_tms,240.50143885612488,39,0.9467033957443097,13
9,l12_mon_fnd_buy_whl_tms,584.7375109195709,87,0.9467033957443097,13
10,l12_mon_insu_buy_whl_tms,0.0,0,0.9467033957443097,13
11,l12_mon_gld_buy_whl_tms,0.0,0,0.9467033957443097,13
12,ovd_30d_loan_tot_cnt,0.0,0,0.9467033957443097,13
13,his_lng_ovd_day,30.23810052871704,4,0.9467033957443097,13
14,hld_crd_card_grd_cd,1283.4010210037231,180,0.9467033957443097,13
15,cur_debit_cnt,484.1324701309204,71,0.9467033957443097,13
16,cur_credit_cnt,829.666668176651,120,0.9467033957443097,13
17,cur_debit_min_opn_dt_cnt,6990.800101995468,961,0.9467033957443097,13
18,cur_credit_min_opn_dt_cnt,6281.5725791454315,858,0.9467033957443097,13
19,cur_debit_crd_lvl,318.51318860054016,44,0.9467033957443097,13
20,l12mon_buy_sum,0.0,0,0.9467033957443097,13
21,l12mon_buy_fin_mng_whl_tms_ratio,130.1850597858429,23,0.9467033957443097,13
22,l12_mon_fnd_buy_whl_tms_ratio,318.94065141677856,49,0.9467033957443097,13
23,l12_mon_gld_buy_whl_tms_ratio,0.0,0,0.9467033957443097,13
24,cur_debit_rate,7890.083486557007,1074,0.9467033957443097,13
25,cur_credit_rate,9756.974401712418,1343,0.9467033957443097,13
26,creditrate1,6997.3720116615295,945,0.9467033957443097,13
27,creditrate2,7377.994978904724,1010,0.9467033957443097,13
28,creditrate3,2907.3355956077576,397,0.9467033957443097,13
29,0,5092.424813508987,703,0.9467033957443097,13
30,1,5652.513093471527,763,0.9467033957443097,13
31,2,5553.872036457062,758,0.9467033957443097,13
32,3,4673.363813877106,637,0.9467033957443097,13
33,4,6469.532954931259,912,0.9467033957443097,13
34,5,5768.325163125992,781,0.9467033957443097,13
35,A_max,1836.9772155284882,253,0.9467033957443097,13
36,A_min,1717.831238746643,241,0.9467033957443097,13
37,A_median,2631.665566921234,378,0.9467033957443097,13
38,A_std,1749.568504333496,250,0.9467033957443097,13
39,A_mean,2447.347804546356,338,0.9467033957443097,13
40,A_sum,2118.366466522217,308,0.9467033957443097,13
41,B_max,4071.059782266617,557,0.9467033957443097,13
42,B_min,4528.052346944809,623,0.9467033957443097,13
43,B_median,4963.506081581116,684,0.9467033957443097,13
44,B_std,4541.664206981659,600,0.9467033957443097,13
45,B_mean,5731.996171712875,780,0.9467033957443097,13
46,B_sum,4416.496348142624,594,0.9467033957443097,13
47,C_max,389.83132004737854,58,0.9467033957443097,13
48,C_min,545.58362865448,87,0.9467033957443097,13
49,C_median,361.58490085601807,54,0.9467033957443097,13
50,C_std,441.290011882782,70,0.9467033957443097,13
51,C_mean,291.0571587085724,44,0.9467033957443097,13
52,C_sum,288.2558181285858,42,0.9467033957443097,13
53,dat1_count,2075.9897112846375,270,0.9467033957443097,13
54,dat1_nunique,9.534460067749023,1,0.9467033957443097,13
55,dat1_mean,4214.324774980545,571,0.9467033957443097,13
56,dat1_modev,1906.2772591114044,265,0.9467033957443097,13
57,dat3_nunique,289.7422311306,43,0.9467033957443097,13
58,dat3_mode,66.2923493385315,10,0.9467033957443097,13
59,dat3_modev,1940.266732931137,263,0.9467033957443097,13
60,trx1_nunique,197.69570970535278,27,0.9467033957443097,13
61,trx1_mode,271.08844923973083,36,0.9467033957443097,13
62,trx1_modev,1818.6968741416931,240,0.9467033957443097,13
63,trx2_nunique,1376.2389702796936,192,0.9467033957443097,13
64,trx2_mode,4436.29521894455,533,0.9467033957443097,13
65,trx2_modev,2577.569069623947,345,0.9467033957443097,13
66,cny_trx_amt_min,3770.0254838466644,512,0.9467033957443097,13
67,cny_trx_amt_max,3361.1552884578705,453,0.9467033957443097,13
68,cny_trx_amt_sum,5223.493776321411,719,0.9467033957443097,13
69,cny_trx_amt_positive_nunique,2636.3278794288635,370,0.9467033957443097,13
70,cny_trx_amt_positive_min,6989.829686164856,966,0.9467033957443097,13
71,cny_trx_amt_positive_mean,5139.561592578888,690,0.9467033957443097,13
72,cny_trx_amt_positive_median,6674.7302367687225,929,0.9467033957443097,13
73,cny_trx_amt_positive_std,6529.561701774597,871,0.9467033957443097,13
74,cny_trx_amt_positive_sum,4169.528101444244,567,0.9467033957443097,13
75,cny_trx_amt_negative_nunique,3114.5327866077423,418,0.9467033957443097,13
76,cny_trx_amt_negative_max,6248.509191036224,860,0.9467033957443097,13
77,cny_trx_amt_negative_mean,4805.1977388858795,657,0.9467033957443097,13
78,cny_trx_amt_negative_median,6661.6464557647705,908,0.9467033957443097,13
79,cny_trx_amt_negative_std,6132.290670633316,830,0.9467033957443097,13
80,cny_trx_amt_negative_sum,4374.626600027084,596,0.9467033957443097,13
81,week_std2,8704.420008659363,1196,0.9467033957443097,13
82,week_nunique2,1021.1806371212006,134,0.9467033957443097,13
83,week_mode2,3717.566798210144,511,0.9467033957443097,13
84,week_median2,1839.358570575714,261,0.9467033957443097,13
85,week_mean2,6564.772948980331,922,0.9467033957443097,13
86,week_mode2v,1419.8166749477386,197,0.9467033957443097,13
87,week_kurl2,6604.244336843491,904,0.9467033957443097,13
88,week_mm2,1163.4573006629944,166,0.9467033957443097,13
89,weekday_nunique2,806.3618035316467,108,0.9467033957443097,13
90,weekday_mode2,2627.0817556381226,387,0.9467033957443097,13
91,weekday_mode2v,1747.7226266860962,235,0.9467033957443097,13
92,week_max2,1290.3032596111298,178,0.9467033957443097,13
93,week_min2,846.6873190402985,114,0.9467033957443097,13
94,weekday_max2,1556.5395753383636,208,0.9467033957443097,13
95,weekday_min2,1160.9051914215088,153,0.9467033957443097,13
96,ic_ind_cny_median,4.6910600662231445,1,0.9467033957443097,13
97,ic_ind_cny_sum,0.0,0,0.9467033957443097,13
98,ic_indpos_cny_median,0.0,0,0.9467033957443097,13
99,ic_indpos_cny_sum,13.209199905395508,2,0.9467033957443097,13
100,ic_indneg_cny_median,0.0,0,0.9467033957443097,13
101,ic_indneg_cny_sum,12.538880348205566,2,0.9467033957443097,13
102,l6mon_agn_ind_cny_median,22.826169967651367,3,0.9467033957443097,13
103,l6mon_agn_ind_cny_sum,51.80632972717285,6,0.9467033957443097,13
104,l6mon_agn_indpos_cny_median,0.0,0,0.9467033957443097,13
105,l6mon_agn_indpos_cny_sum,17.618599891662598,2,0.9467033957443097,13
106,l6mon_agn_indneg_cny_median,13.306649684906006,2,0.9467033957443097,13
107,l6mon_agn_indneg_cny_sum,20.685100078582764,3,0.9467033957443097,13
108,hav_car_grp_ind_cny_median,284.53270864486694,39,0.9467033957443097,13
109,hav_car_grp_ind_cny_sum,244.7490406036377,36,0.9467033957443097,13
110,hav_car_grp_indpos_cny_median,138.37640047073364,19,0.9467033957443097,13
111,hav_car_grp_indpos_cny_sum,175.12259006500244,25,0.9467033957443097,13
112,hav_car_grp_indneg_cny_median,205.41708993911743,29,0.9467033957443097,13
113,hav_car_grp_indneg_cny_sum,271.6786890029907,38,0.9467033957443097,13
114,pl_crd_lmt_cd_cny_median,67.83030033111572,10,0.9467033957443097,13
115,pl_crd_lmt_cd_cny_sum,141.89910078048706,20,0.9467033957443097,13
116,pl_crd_lmt_cdpos_cny_median,76.43094062805176,12,0.9467033957443097,13
117,pl_crd_lmt_cdpos_cny_sum,62.90471935272217,7,0.9467033957443097,13
118,pl_crd_lmt_cdneg_cny_median,231.93605875968933,35,0.9467033957443097,13
119,pl_crd_lmt_cdneg_cny_sum,58.71043062210083,6,0.9467033957443097,13
120,loan_act_ind_cny_median,6.392539978027344,1,0.9467033957443097,13
121,loan_act_ind_cny_sum,0.0,0,0.9467033957443097,13
122,loan_act_indpos_cny_median,12.63090991973877,2,0.9467033957443097,13
123,loan_act_indpos_cny_sum,7.342160224914551,1,0.9467033957443097,13
124,loan_act_indneg_cny_median,9.26669979095459,1,0.9467033957443097,13
125,loan_act_indneg_cny_sum,4.16264009475708,1,0.9467033957443097,13
126,bk1_cur_year_mon_avg_agn_amt_cd_cny_median,262.13577938079834,37,0.9467033957443097,13
127,bk1_cur_year_mon_avg_agn_amt_cd_cny_sum,356.55939865112305,51,0.9467033957443097,13
128,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_median,49.47412967681885,7,0.9467033957443097,13
129,bk1_cur_year_mon_avg_agn_amt_cdpos_cny_sum,173.52991104125977,25,0.9467033957443097,13
130,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_median,160.53350973129272,22,0.9467033957443097,13
131,bk1_cur_year_mon_avg_agn_amt_cdneg_cny_sum,221.29128980636597,29,0.9467033957443097,13
132,crd_card_act_ind_cny_median,22.41746997833252,3,0.9467033957443097,13
133,crd_card_act_ind_cny_sum,19.34504985809326,3,0.9467033957443097,13
134,crd_card_act_indpos_cny_median,36.36273956298828,4,0.9467033957443097,13
135,crd_card_act_indpos_cny_sum,32.90856981277466,5,0.9467033957443097,13
136,crd_card_act_indneg_cny_median,23.12716007232666,3,0.9467033957443097,13
137,crd_card_act_indneg_cny_sum,7.518340110778809,1,0.9467033957443097,13
138,edu_deg_cd_cny_median,971.564058303833,141,0.9467033957443097,13
139,edu_deg_cd_cny_sum,1028.1260704994202,139,0.9467033957443097,13
140,edu_deg_cdpos_cny_median,1552.450579404831,218,0.9467033957443097,13
141,edu_deg_cdpos_cny_sum,1402.9544582366943,200,0.9467033957443097,13
142,edu_deg_cdneg_cny_median,1055.9828486442566,151,0.9467033957443097,13
143,edu_deg_cdneg_cny_sum,898.1391899585724,132,0.9467033957443097,13
144,dnl_bind_cmb_lif_ind_cny_median,84.73536014556885,12,0.9467033957443097,13
145,dnl_bind_cmb_lif_ind_cny_sum,120.08670949935913,16,0.9467033957443097,13
146,dnl_bind_cmb_lif_indpos_cny_median,58.29566955566406,8,0.9467033957443097,13
147,dnl_bind_cmb_lif_indpos_cny_sum,69.66698932647705,9,0.9467033957443097,13
148,dnl_bind_cmb_lif_indneg_cny_median,78.6611499786377,10,0.9467033957443097,13
149,dnl_bind_cmb_lif_indneg_cny_sum,122.02782011032104,16,0.9467033957443097,13
150,perm_crd_lmt_cd_cny_median,602.6553111076355,82,0.9467033957443097,13
151,perm_crd_lmt_cd_cny_sum,1885.9932861328125,273,0.9467033957443097,13
152,perm_crd_lmt_cdpos_cny_median,770.9128396511078,100,0.9467033957443097,13
153,perm_crd_lmt_cdpos_cny_sum,1331.5651178359985,188,0.9467033957443097,13
154,perm_crd_lmt_cdneg_cny_median,820.2919721603394,110,0.9467033957443097,13
155,perm_crd_lmt_cdneg_cny_sum,1357.810376882553,195,0.9467033957443097,13
156,hav_hou_grp_ind_cny_median,4.291920185089111,1,0.9467033957443097,13
157,hav_hou_grp_ind_cny_sum,8.421879768371582,1,0.9467033957443097,13
158,hav_hou_grp_indpos_cny_median,16.932559967041016,2,0.9467033957443097,13
159,hav_hou_grp_indpos_cny_sum,32.18907976150513,5,0.9467033957443097,13
160,hav_hou_grp_indneg_cny_median,0.0,0,0.9467033957443097,13
161,hav_hou_grp_indneg_cny_sum,5.192649841308594,1,0.9467033957443097,13
162,fr_or_sh_ind_cny_median,69.35023975372314,10,0.9467033957443097,13
163,fr_or_sh_ind_cny_sum,43.7046799659729,7,0.9467033957443097,13
164,fr_or_sh_indpos_cny_median,60.81368064880371,9,0.9467033957443097,13
165,fr_or_sh_indpos_cny_sum,65.161780834198,10,0.9467033957443097,13
166,fr_or_sh_indneg_cny_median,103.60468912124634,14,0.9467033957443097,13
167,fr_or_sh_indneg_cny_sum,114.42586898803711,14,0.9467033957443097,13
168,acdm_deg_cd_cny_median,594.576761007309,84,0.9467033957443097,13
169,acdm_deg_cd_cny_sum,923.1056497097015,132,0.9467033957443097,13
170,acdm_deg_cdpos_cny_median,659.9105310440063,91,0.9467033957443097,13
171,acdm_deg_cdpos_cny_sum,638.9030203819275,84,0.9467033957443097,13
